provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
410073,North Coast Wireless Communications,50,Fiber to the Premises,1875,2341,1875,2341
410073,North Coast Wireless Communications,70,Unlicensed Fixed Wireless,16858,21113,16543,20723
410073,North Coast Wireless Communications,72,LBR Fixed Wireless,18550,23532,18161,23053
410076,"Optimus Communications, LLC",40,Cable,162,188,40,49
410076,"Optimus Communications, LLC",50,Fiber to the Premises,279,304,47,58
410076,"Optimus Communications, LLC",70,Unlicensed Fixed Wireless,34496,41753,2655,5921
410076,"Optimus Communications, LLC",72,LBR Fixed Wireless,33507,40690,2482,5687
410077,"Ozborn Communications, LLC",70,Unlicensed Fixed Wireless,517,592,466,539
410077,"Ozborn Communications, LLC",72,LBR Fixed Wireless,6466,8281,5042,6619
410084,"Reynolds Media, Inc.",70,Unlicensed Fixed Wireless,585,605,25,26
410085,Roseau Electric Cooperative,50,Fiber to the Premises,1740,1839,1740,1839
410086,Rural Broadband Cooperative,70,Unlicensed Fixed Wireless,2490,3120,2490,3120
410090,Siyeh Communications,10,Copper,2209,2421,2209,2421
410090,Siyeh Communications,50,Fiber to the Premises,193,212,193,212
410090,Siyeh Communications,70,Unlicensed Fixed Wireless,1598,1880,1598,1880
410090,Siyeh Communications,71,Licensed Fixed Wireless,1983,2157,1983,2157
410092,Southern California Telephone Company Inc.,70,Unlicensed Fixed Wireless,727,816,77,143
410098,"Talkie Communications, Inc.",50,Fiber to the Premises,15229,17350,15229,17350
410100,Tennessee Telecommunications Company,50,Fiber to the Premises,2240,2603,2240,2603
410103,"Treehouse Broadband, LLC",70,Unlicensed Fixed Wireless,2436,2968,2317,2849
410114,Vyve Broadband Investments (GTCR),40,Cable,515630,632681,515630,632681
410114,Vyve Broadband Investments (GTCR),50,Fiber to the Premises,51398,70772,51398,70772
410115,White Cloud Communications US LLC,40,Cable,6774,7201,6774,7201
410115,White Cloud Communications US LLC,50,Fiber to the Premises,0,0,11,18
410115,White Cloud Communications US LLC,70,Unlicensed Fixed Wireless,4271,4472,4271,4472
410115,White Cloud Communications US LLC,71,Licensed Fixed Wireless,13411,15504,13411,15504
410120,Belhaven Cable TV Inc.,40,Cable,897,1166,897,1166
410121,Canyon Wireless,70,Unlicensed Fixed Wireless,2795,3144,0,0
410126,Ocracoke Cable TV LLC,40,Cable,1031,1059,1031,1059
410131,318 HighSpeed LLC,70,Unlicensed Fixed Wireless,1694,1923,1694,1923
410132,4ip Technology and Media LLC,50,Fiber to the Premises,834,1193,834,1193
410132,4ip Technology and Media LLC,70,Unlicensed Fixed Wireless,1280,1563,1280,1563
410132,4ip Technology and Media LLC,71,Licensed Fixed Wireless,683,797,683,797
410133,Alpha Technologies Inc.,50,Fiber to the Premises,32,73,0,0
410134,BerryComm LLC,50,Fiber to the Premises,4048,4434,4048,4434
410135,"City of Sandy, Oregon",50,Fiber to the Premises,4180,5107,4163,5209
410135,"City of Sandy, Oregon",70,Unlicensed Fixed Wireless,249,309,100,153
410136,"Compass Broadband Network, Inc.",70,Unlicensed Fixed Wireless,46904,59441,46904,59441
410138,"Double Dog Communications, Inc.",70,Unlicensed Fixed Wireless,24805,31145,24805,31145
410139,Eclipse Communications,50,Fiber to the Premises,35,36,35,36
410139,Eclipse Communications,70,Unlicensed Fixed Wireless,11550,12664,11550,12664
410141,Minnesota WiFi,70,Unlicensed Fixed Wireless,29726,37984,29726,37984
410143,Morgan Wireless LLC,70,Unlicensed Fixed Wireless,33671,37311,33671,37311
410145,Natural G.C. Inc.,50,Fiber to the Premises,13285,28140,13285,28140
410145,Natural G.C. Inc.,70,Unlicensed Fixed Wireless,261052,427601,261052,427601
410147,Somerfield Cable TV,40,Cable,1423,1563,1423,1563
410147,Somerfield Cable TV,50,Fiber to the Premises,167,182,167,182
410149,"ThinkBig Networks, LLC",50,Fiber to the Premises,6641,8156,6641,8156
410150,LiveStream LLC,70,Unlicensed Fixed Wireless,8487,10332,6779,8353
410150,LiveStream LLC,72,LBR Fixed Wireless,4980,5243,4980,5243
410151,"TurboNet Technologies, Inc.",50,Fiber to the Premises,531,581,531,581
410151,"TurboNet Technologies, Inc.",70,Unlicensed Fixed Wireless,357,399,357,399
410153,Craighead Elecric Cooperative Corporation,50,Fiber to the Premises,28352,30631,28352,30631
410155,Lakeland Internet,50,Fiber to the Premises,628,633,628,633
410155,Lakeland Internet,70,Unlicensed Fixed Wireless,30927,32222,30927,32222
410156,Satview Broadband Ltd.,40,Cable,1348,1486,1348,1486
410157,"NETworx Broadband, Inc.",50,Fiber to the Premises,1466,1468,1466,1468
410159,"Airwave Networks, LLC",50,Fiber to the Premises,19,19,19,19
410159,"Airwave Networks, LLC",70,Unlicensed Fixed Wireless,1148,1224,1148,1224
410160,CNS Internet Services,70,Unlicensed Fixed Wireless,7919,8284,7919,8284
410161,Graymont Cooperative Assn.,70,Unlicensed Fixed Wireless,1934,2283,1934,2283
410164,Mason County Public Utility District No. 3,50,Fiber to the Premises,5224,5820,5224,5820
410165,"Optimal Home Solutions, LLC",70,Unlicensed Fixed Wireless,46,46,8,8
410168,"Skymesh, Inc.",50,Fiber to the Premises,0,0,4,4
410168,"Skymesh, Inc.",70,Unlicensed Fixed Wireless,15015,15685,15015,15685
410169,Inyo Networks Inc.,50,Fiber to the Premises,5165,5792,182,770
410172,"Tri-County Telephone Association, Inc. (KS)",50,Fiber to the Premises,7898,8331,7898,8331
410174,Cloud 9 Wireless LLC,50,Fiber to the Premises,3105,3901,3105,3901
410174,Cloud 9 Wireless LLC,70,Unlicensed Fixed Wireless,1224,1424,27,49
410174,Cloud 9 Wireless LLC,72,LBR Fixed Wireless,5435,6041,0,0
410180,"Zeta Broadband, Inc.",70,Unlicensed Fixed Wireless,120451,162639,120451,162639
410182,XAirnet Corp.,50,Fiber to the Premises,28632,56648,28632,56648
410182,XAirnet Corp.,70,Unlicensed Fixed Wireless,253759,353592,253759,353592
410183,"Bluegrass Broadband, LLC",70,Unlicensed Fixed Wireless,67,73,64,70
410184,"SP Broadband, Inc.",72,LBR Fixed Wireless,7878,9715,7878,9715
410185,East Central Oklahoma Electric Cooperative,50,Fiber to the Premises,31379,35060,31379,35060
410186,"City of Clarksville, Arkansas",50,Fiber to the Premises,3581,4548,3581,4548
410187,New Visions Communications Inc.,50,Fiber to the Premises,11233,13206,11426,15334
410188,"HiCountryNet, LLC",50,Fiber to the Premises,146,160,0,0
410188,"HiCountryNet, LLC",70,Unlicensed Fixed Wireless,6142,6621,0,0
410189,Red River Cellular Telephone Corporation,50,Fiber to the Premises,5195,6381,5195,6381
410192,Inland Cellular Telephone Company,50,Fiber to the Premises,2954,3596,703,1032
410192,Inland Cellular Telephone Company,70,Unlicensed Fixed Wireless,8088,10595,2862,4374
410192,Inland Cellular Telephone Company,71,Licensed Fixed Wireless,20715,25439,4302,6412
420004,AmigoNet,70,Unlicensed Fixed Wireless,6347,6776,6347,6776
420012,"Blue Sky Wireless, LLC",70,Unlicensed Fixed Wireless,4871,5343,291,294
420017,Central Alabama Electric Cooperative,50,Fiber to the Premises,35501,40068,35501,40068
420020,City of Anacortes,50,Fiber to the Premises,1922,2443,1922,2443
420021,City of Loveland,50,Fiber to the Premises,28096,33045,28096,33045
420025,"CopperNet Systems, Inc.",50,Fiber to the Premises,4,5,4,5
420025,"CopperNet Systems, Inc.",70,Unlicensed Fixed Wireless,107728,116395,107728,116395
420025,"CopperNet Systems, Inc.",71,Licensed Fixed Wireless,16,17,16,17
420025,"CopperNet Systems, Inc.",72,LBR Fixed Wireless,107728,116395,107728,116395
420027,"Critical Links, LLC",70,Unlicensed Fixed Wireless,6966,7655,6966,7655
420028,"Cumberland Connect, LLC",50,Fiber to the Premises,65815,69221,8460,11199
420029,Current Inc.,50,Fiber to the Premises,773,905,773,905
420029,Current Inc.,70,Unlicensed Fixed Wireless,2639,3149,2104,2555
420036,"DSI Management Holdings, LLC",50,Fiber to the Premises,215,1254,215,1254
420036,"DSI Management Holdings, LLC",70,Unlicensed Fixed Wireless,1657,2758,0,0
420036,"DSI Management Holdings, LLC",72,LBR Fixed Wireless,9073,14607,0,0
420040,ENC Access Investments LLC,50,Fiber to the Premises,1719,2049,436,440
420041,EtheraLink,70,Unlicensed Fixed Wireless,14,15,0,0
420042,ORI.NET LLC,70,Unlicensed Fixed Wireless,4539,5396,4539,5396
420042,ORI.NET LLC,72,LBR Fixed Wireless,0,0,1,3
420045,"FIF AireBeam, LLC",40,Cable,110,198,0,0
420045,"FIF AireBeam, LLC",50,Fiber to the Premises,5189,5960,5189,5960
420045,"FIF AireBeam, LLC",70,Unlicensed Fixed Wireless,42134,45565,42134,45565
420048,Gateway Fiber Holdings LLC,50,Fiber to the Premises,50228,55103,50228,55103
420058,EV Holdings LLC,70,Unlicensed Fixed Wireless,204385,291582,204372,291569
420058,EV Holdings LLC,71,Licensed Fixed Wireless,3774,4387,3774,4387
420059,"Hub66, Inc.",50,Fiber to the Premises,4585,6362,4526,6303
420061,"Intellipop, LLC",70,Unlicensed Fixed Wireless,9099,9940,9099,9940
420064,IT Auditors PR Corp.,70,Unlicensed Fixed Wireless,18533,19934,18533,19934
420069,"KL Broadband, Inc.",70,Unlicensed Fixed Wireless,612,626,612,626
420073,"Little Miami Gig, LLC",50,Fiber to the Premises,13689,16501,5864,7415
420074,"Lost Creek Wireless, LLC",70,Unlicensed Fixed Wireless,1898,2046,1822,1968
420080,MS Wifi Zone,50,Fiber to the Premises,430,434,430,434
420080,MS Wifi Zone,70,Unlicensed Fixed Wireless,55699,57755,55699,57755
420084,"Nola Broadband, Inc.",70,Unlicensed Fixed Wireless,32172,53862,32172,53862
420091,Osnet Wireless Corp.,70,Unlicensed Fixed Wireless,21043,34277,21703,34897
420094,Patriot Cable System LLC,40,Cable,827,852,58,79
420094,Patriot Cable System LLC,50,Fiber to the Premises,6,6,0,0
420099,"Precision Technology, LLC",70,Unlicensed Fixed Wireless,2849,2893,2849,2893
420101,Prologic Technology Services LLC,70,Unlicensed Fixed Wireless,856,907,856,907
420110,Rocky Mountain Internet Inc.,70,Unlicensed Fixed Wireless,18993,22574,18993,22574
420110,Rocky Mountain Internet Inc.,72,LBR Fixed Wireless,10685,13090,10685,13090
420115,"SkyNet360, LLC",50,Fiber to the Premises,6,144,6,144
420115,"SkyNet360, LLC",70,Unlicensed Fixed Wireless,51031,80265,50897,80070
420115,"SkyNet360, LLC",72,LBR Fixed Wireless,1253,2832,1253,2832
420116,Skypacket Networks Inc.,70,Unlicensed Fixed Wireless,78715,110151,7099,15421
420116,Skypacket Networks Inc.,71,Licensed Fixed Wireless,35853,43218,5623,10194
420117,Smyth Technology Group Inc.,70,Unlicensed Fixed Wireless,6469,7577,6369,7470
420122,"Sunrise Communications, LLC",40,Cable,6791,7172,6791,7172
420124,Tallahatchie Valley Internet Services,50,Fiber to the Premises,25019,28588,25019,28588
420125,"Taluslink, LLC",50,Fiber to the Premises,3,127,3,91
420129,"Thrive Broadband, LLC",50,Fiber to the Premises,945,951,945,951
420129,"Thrive Broadband, LLC",70,Unlicensed Fixed Wireless,1137,1142,1137,1142
420133,Town of Islesboro,50,Fiber to the Premises,790,871,44,67
420135,Tri-County Rural Electric Cooperative,50,Fiber to the Premises,15918,18427,15918,18427
420137,Foursight Communications LLC,50,Fiber to the Premises,36849,41514,36849,41514
420139,Us New Era Internet Corp.,70,Unlicensed Fixed Wireless,247,398,247,398
420145,Vertrees Electronics LLC,70,Unlicensed Fixed Wireless,4234,4586,4234,4586
420146,"Victoria Electric Cooperative, Inc.",50,Fiber to the Premises,7699,8319,1146,1603
420146,"Victoria Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,2271,2358,216,273
420147,Vinton Municipal Communications Utility,50,Fiber to the Premises,2261,2353,2261,2353
420150,Wavelength LLC,50,Fiber to the Premises,3,18,3,18
420150,Wavelength LLC,70,Unlicensed Fixed Wireless,1649,2709,1649,2709
420150,Wavelength LLC,72,LBR Fixed Wireless,4444,6697,4444,6697
420151,WavSpeed Inc.,70,Unlicensed Fixed Wireless,6554,8349,0,0
420163,Zero2 Wireless,70,Unlicensed Fixed Wireless,1342,1520,13,18
420163,Zero2 Wireless,72,LBR Fixed Wireless,6283,6932,6283,6932
420165,"Zoom Telcom, LLC",50,Fiber to the Premises,7191,8313,7191,8313
420167,Digital Technology Solutions Inc.,50,Fiber to the Premises,1349,2312,1349,2312
420167,Digital Technology Solutions Inc.,70,Unlicensed Fixed Wireless,2387,2751,2387,2751
420168,GoNetworkPR Inc.,50,Fiber to the Premises,219,251,219,251
420168,GoNetworkPR Inc.,70,Unlicensed Fixed Wireless,1881,2052,1880,2051
420170,PowerNet Wireless,70,Unlicensed Fixed Wireless,8541,11719,8214,11235
420173,"Northwest Fiber, LLC",10,Copper,446326,612994,446326,612994
420173,"Northwest Fiber, LLC",50,Fiber to the Premises,619952,756650,619952,756650
420173,"Northwest Fiber, LLC",70,Unlicensed Fixed Wireless,279818,372702,279818,372702
420175,Central Connect LLC,70,Unlicensed Fixed Wireless,85,87,3,7
420178,Comptinet,70,Unlicensed Fixed Wireless,1,1,0,0
420181,Newaygo County Regional Educational Service Agency,50,Fiber to the Premises,139,169,139,169
420181,Newaygo County Regional Educational Service Agency,70,Unlicensed Fixed Wireless,8147,9894,8147,9894
420181,Newaygo County Regional Educational Service Agency,71,Licensed Fixed Wireless,1880,2126,1880,2126
420186,"Craion, Inc.",70,Unlicensed Fixed Wireless,34699,44001,34699,44001
420187,"Golden Belt Telephone Association, Inc",40,Cable,1080,1122,1080,1122
420187,"Golden Belt Telephone Association, Inc",50,Fiber to the Premises,11406,11909,11406,11909
420187,"Golden Belt Telephone Association, Inc",70,Unlicensed Fixed Wireless,3031,3326,3031,3326
420187,"Golden Belt Telephone Association, Inc",71,Licensed Fixed Wireless,1715,1727,1715,1727
420187,"Golden Belt Telephone Association, Inc",72,LBR Fixed Wireless,1406,1414,1406,1414
430001,"Acrospire Networks, LLC",70,Unlicensed Fixed Wireless,2350,2655,1974,2228
430001,"Acrospire Networks, LLC",72,LBR Fixed Wireless,1111,1226,374,413
430005,Atherton Fiber LLC,50,Fiber to the Premises,4654,5312,197,556
430010,Bayfield Wireless,70,Unlicensed Fixed Wireless,972,1234,253,351
430010,Bayfield Wireless,71,Licensed Fixed Wireless,7031,8992,1655,3230
430011,"Beacon Broadband, Inc.",50,Fiber to the Premises,6435,8474,993,2298
430011,"Beacon Broadband, Inc.",70,Unlicensed Fixed Wireless,490,781,103,125
430013,"Black Pearl Holdings, LLC",70,Unlicensed Fixed Wireless,422,512,422,512
430014,"BlueNet Communications, LLC",70,Unlicensed Fixed Wireless,196718,348254,196718,348254
430018,Canebrake Connections LLC,70,Unlicensed Fixed Wireless,396,492,88,111
430019,EV Holdings 1 LLC,70,Unlicensed Fixed Wireless,108804,138759,108706,138651
430019,EV Holdings 1 LLC,71,Licensed Fixed Wireless,61522,74770,61522,74770
430021,Coast Electric Power Association,50,Fiber to the Premises,60349,67524,60349,67524
430023,"Communications Unlimited, Inc.",50,Fiber to the Premises,0,0,4,4
430023,"Communications Unlimited, Inc.",70,Unlicensed Fixed Wireless,0,0,2,2
430028,Delta Electric Power Association,50,Fiber to the Premises,12191,14424,12191,14424
430030,East Mississippi Electric Power Association,50,Fiber to the Premises,34536,37980,34536,37980
430033,Alcorn County Electric Power Association,50,Fiber to the Premises,16238,18394,16238,18394
430034,"Force Broadband, LLC",50,Fiber to the Premises,2383,2683,2383,2683
430034,"Force Broadband, LLC",70,Unlicensed Fixed Wireless,44236,58818,44236,58818
430035,"Foster Communications, LLC",70,Unlicensed Fixed Wireless,141,182,14,24
430036,FOX IS LLP,70,Unlicensed Fixed Wireless,4276,5158,3086,3891
430037,"Further Reach, Inc.",70,Unlicensed Fixed Wireless,7603,9821,7603,9821
430041,Hancock Telephone Company,50,Fiber to the Premises,468,489,468,489
430042,"Helio Broadband, LLC",10,Copper,31,1284,31,1284
430044,"HRcom, Inc.",50,Fiber to the Premises,0,0,63,75
430044,"HRcom, Inc.",70,Unlicensed Fixed Wireless,29147,29909,29147,29909
430051,"Lynches River Communications, Inc.",50,Fiber to the Premises,21213,23647,21213,23647
430052,"MCEC Fiber, Inc.",50,Fiber to the Premises,7167,8399,7167,8399
430054,Milan Department of Public Utilities,50,Fiber to the Premises,2198,2372,180,225
430055,MORnet Communications,70,Unlicensed Fixed Wireless,5373,6249,0,0
430056,"M-Pulse Fiber, LLC",50,Fiber to the Premises,10717,13705,10717,13705
430059,"Netrix, LLC",40,Cable,0,0,21,42
430059,"Netrix, LLC",50,Fiber to the Premises,0,0,63,781
430060,"New Hampshire Electric Cooperative, Inc.",50,Fiber to the Premises,9172,11141,9172,11141
430061,Nexus Air Fiber LLC,70,Unlicensed Fixed Wireless,13717,14954,13717,14954
430062,Northern Broadband,50,Fiber to the Premises,10,10,10,10
430062,Northern Broadband,70,Unlicensed Fixed Wireless,3180,3420,3180,3420
430063,North East Fiber LLC,50,Fiber to the Premises,23264,29156,3751,7269
430065,PCs for People,40,Cable,16,848,0,0
430065,PCs for People,72,LBR Fixed Wireless,167448,316096,0,0
430066,Plains Broadband LLC,70,Unlicensed Fixed Wireless,271,317,0,0
430068,Real Internet LLC,10,Copper,1,1,1,1
430068,Real Internet LLC,70,Unlicensed Fixed Wireless,26,28,25,27
430071,Orange County Broadband Authority,50,Fiber to the Premises,8997,9357,8997,9357
430073,Silver Rapid LLC,70,Unlicensed Fixed Wireless,4645,5283,4645,5283
430074,Skynet Wireless,70,Unlicensed Fixed Wireless,45774,47459,45774,47459
430076,Space Exploration Technologies Corp.,61,NGSO Satellite,115298590,162782976,115298590,162782976
430077,Stanfield Technologies LLC,70,Unlicensed Fixed Wireless,11161,11596,0,0
430078,"STS Broadband, LLC",50,Fiber to the Premises,0,0,3,4
430078,"STS Broadband, LLC",70,Unlicensed Fixed Wireless,158,275,11,38
430079,"Susquehanna Broadband, LLC",70,Unlicensed Fixed Wireless,4482,5658,4482,5658
430079,"Susquehanna Broadband, LLC",72,LBR Fixed Wireless,10564,13122,10564,13122
430080,Tarin Strategies LLC,70,Unlicensed Fixed Wireless,2514,3194,0,0
430081,"Telecast Communications, LLC",70,Unlicensed Fixed Wireless,10099,11241,10099,11241
430082,"Texas Rural Internet, LLC",70,Unlicensed Fixed Wireless,4534,5902,2579,3784
430083,Tilson Technology Management,50,Fiber to the Premises,1120,1313,1120,1313
430085,"TNT-WIFI, LLC",70,Unlicensed Fixed Wireless,3834,4350,3834,4350
430086,Tombigbee Electric Power Association,50,Fiber to the Premises,42170,49962,7473,11042
430088,iSpeed Broadband LLC,70,Unlicensed Fixed Wireless,25,31,0,0
430089,"Project A, Inc.",70,Unlicensed Fixed Wireless,30990,39620,30990,39620
430090,"U.S. Electric & Communications, LLC",70,Unlicensed Fixed Wireless,86,88,86,88
430092,VITALink LLC,50,Fiber to the Premises,2789,4631,2789,4631
430099,"Z3N, LLC",40,Cable,931,1029,931,1029
430099,"Z3N, LLC",50,Fiber to the Premises,453,503,453,503
430099,"Z3N, LLC",70,Unlicensed Fixed Wireless,482,588,0,0
430100,"Zavala Communications, LLC",70,Unlicensed Fixed Wireless,182,293,182,293
430101,Zoom Fiber,50,Fiber to the Premises,1625,2201,1625,2201
430109,Centric Infrastructure Group LLC,50,Fiber to the Premises,7475,8068,15,25
430110,"Clay County Connect, Inc.",50,Fiber to the Premises,10882,11282,1855,2356
430110,"Clay County Connect, Inc.",70,Unlicensed Fixed Wireless,575,582,86,94
430114,"Conexon Connect, LLC",50,Fiber to the Premises,169938,186458,169938,186458
430121,"Epic Touch Co., Inc.",50,Fiber to the Premises,1579,2124,1831,2527
430123,Fond du Lac Band of Lake Superior Chippewa,50,Fiber to the Premises,1671,2364,1840,2536
430130,Hood River Electric Cooperative,50,Fiber to the Premises,1741,2082,1741,2082
430130,Hood River Electric Cooperative,70,Unlicensed Fixed Wireless,1956,2143,1956,2143
430139,"Live Wire Networks, Inc.",72,LBR Fixed Wireless,230443,435227,230443,435227
430160,South Georgia Governmental Services Authority,50,Fiber to the Premises,0,0,3,34
430166,"United Electric Cooperative Services, Inc.",50,Fiber to the Premises,44631,48879,44631,48879
430175,White Cloud Networks,71,Licensed Fixed Wireless,249114,306771,249114,306771
430176,"Wisper ISP, Inc.",50,Fiber to the Premises,367,408,367,408
430176,"Wisper ISP, Inc.",70,Unlicensed Fixed Wireless,215610,268067,215610,268067
430176,"Wisper ISP, Inc.",71,Licensed Fixed Wireless,528189,629882,528189,629882
430176,"Wisper ISP, Inc.",72,LBR Fixed Wireless,127437,163556,127437,163556
430178,"Tier Two Communications, LLC",70,Unlicensed Fixed Wireless,682,686,682,686
430179,County of Orangeburg,50,Fiber to the Premises,5519,6280,5519,6280
430181,"CIBL, Inc.",50,Fiber to the Premises,196,245,196,245
430185,Angeles Enterprises,50,Fiber to the Premises,41508,44094,41508,44094
430185,Angeles Enterprises,70,Unlicensed Fixed Wireless,37116,39631,37116,39631
430186,ALE-NET Inc.,70,Unlicensed Fixed Wireless,16627,17258,16627,17258
430193,"D and B Broadband, LLC",50,Fiber to the Premises,8,8,8,8
430193,"D and B Broadband, LLC",70,Unlicensed Fixed Wireless,42,66,42,66
430195,"Grant County PowerNet, Inc.",50,Fiber to the Premises,26145,29843,26145,29843
430198,I.H.M. Eagle Corp.,70,Unlicensed Fixed Wireless,745,920,745,920
430199,"InNet Connections, Inc.",70,Unlicensed Fixed Wireless,339546,486542,339546,486542
430202,"Jackson Broadband, Inc.",40,Cable,619,665,619,665
430202,"Jackson Broadband, Inc.",50,Fiber to the Premises,154,177,154,177
430203,Kennett Board of Public Works,50,Fiber to the Premises,4810,5537,4809,5536
430204,Lake Bruin Wireless LLC,70,Unlicensed Fixed Wireless,2359,2385,679,710
430209,Rimrock Wireless,70,Unlicensed Fixed Wireless,185,201,148,164
430209,Rimrock Wireless,72,LBR Fixed Wireless,3006,3657,3006,3657
430213,Speedy Net,70,Unlicensed Fixed Wireless,168443,180467,168443,180467
430216,"The Smart Community Initiative, Inc.",70,Unlicensed Fixed Wireless,7,701,3,590
430219,TriTech Wireless LLC,70,Unlicensed Fixed Wireless,145,148,14,25
430221,Washtenaw Fiber Properties LLC,50,Fiber to the Premises,539,796,539,796
430222,"Wireless Partners Holdings, LLC",71,Licensed Fixed Wireless,62693,77140,4274,8943
430224,4NET Inc.,70,Unlicensed Fixed Wireless,64507,67727,64507,67727
430226,Dualnet Inc.,70,Unlicensed Fixed Wireless,772,797,772,797
430230,"Telespan, LLC",70,Unlicensed Fixed Wireless,90148,127597,90018,127460
430232,South East Wireless LLC,72,LBR Fixed Wireless,5398,5643,5398,5643
430233,"WiFast, LLC",10,Copper,123,1789,123,1789
430233,"WiFast, LLC",50,Fiber to the Premises,123,1789,123,1789
430234,World Connections PR,70,Unlicensed Fixed Wireless,71434,74335,71434,74335
430237,G&B Networks Solutions Inc.,70,Unlicensed Fixed Wireless,22622,23532,22622,23532
430240,CDE Lightband,50,Fiber to the Premises,65898,90618,65898,90618
440000,"First American Holdings, Inc.",10,Copper,2038,2108,2038,2108
440000,"First American Holdings, Inc.",50,Fiber to the Premises,736,781,736,781
440000,"First American Holdings, Inc.",70,Unlicensed Fixed Wireless,4079,4224,4079,4224
440004,"4-County Fiber, LLC",50,Fiber to the Premises,35051,46826,8100,13345
440017,City of Hillsboro,50,Fiber to the Premises,5349,8061,5009,7721
440018,City of Sallisaw,50,Fiber to the Premises,2514,2924,259,471
440025,Craig-Botetourt Electric Cooperative,50,Fiber to the Premises,1438,1470,1438,1470
440027,"DE Fastlink, LLC",50,Fiber to the Premises,35377,39519,35377,39519
440029,ElektraFi LLC,71,Licensed Fixed Wireless,25604,30787,25604,30787
440030,"ERC Broadband, LLC",50,Fiber to the Premises,145,1214,450,1758
440039,"Hoyos Consulting, LLC",10,Copper,7,113,2,30
440039,"Hoyos Consulting, LLC",50,Fiber to the Premises,2,5,29,353
440039,"Hoyos Consulting, LLC",70,Unlicensed Fixed Wireless,7290,9662,46113,91107
440058,"MSEC Communications, LLC",50,Fiber to the Premises,33968,37758,33968,37758
440062,"NexGen Integrated Communications, LLC",50,Fiber to the Premises,20,820,9,449
440062,"NexGen Integrated Communications, LLC",70,Unlicensed Fixed Wireless,15,328,10,260
440063,Northcentral Electric Cooperative,50,Fiber to the Premises,11983,12108,11983,12108
440077,Senawave LLC,10,Copper,8,86,4,16
440077,Senawave LLC,50,Fiber to the Premises,109452,169670,109133,169086
440077,Senawave LLC,70,Unlicensed Fixed Wireless,119056,191018,16048,75322
440077,Senawave LLC,71,Licensed Fixed Wireless,74,1448,84,1019
440099,Tishomingo County Electric Power Association,50,Fiber to the Premises,12167,13889,12167,13889
440102,"Tri-County Electric Cooperative, Inc.",50,Fiber to the Premises,19534,22956,19534,22956
440114,Airwave Technologies LLC,70,Unlicensed Fixed Wireless,2833,3680,2833,3680
440114,Airwave Technologies LLC,71,Licensed Fixed Wireless,2833,3680,2833,3680
440115,"Alabama Ligthwave, Inc.",70,Unlicensed Fixed Wireless,62,85,7,8
440116,Arizona Network LLC,70,Unlicensed Fixed Wireless,12326,12526,12326,12526
440117,"Bartlett Electric Cooperative, Inc.",50,Fiber to the Premises,3588,4354,3588,4354
440117,"Bartlett Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,1386,1612,1386,1612
440119,BDA Wireless LLC,70,Unlicensed Fixed Wireless,16,19,16,19
440121,"Board of Trustees, Northern Michigan University",71,Licensed Fixed Wireless,20078,24846,20078,24846
440122,Canadian Valley Electric Cooperative,50,Fiber to the Premises,22528,24966,22528,24966
440123,Carolina Airlink LLC,70,Unlicensed Fixed Wireless,16,17,11,12
440123,Carolina Airlink LLC,72,LBR Fixed Wireless,657,668,107,110
440124,Central Florida Broadband,71,Licensed Fixed Wireless,4634,5420,1,1
440126,Choptank Electric Cooperative,50,Fiber to the Premises,8684,9496,8684,9496
440127,"City of Waupaca, WI",70,Unlicensed Fixed Wireless,10043,11958,8009,9727
440128,Connecting Point Computer Center,50,Fiber to the Premises,3992,5241,3992,5241
440128,Connecting Point Computer Center,70,Unlicensed Fixed Wireless,2793,3410,2793,3410
440132,Cullman Electric Cooperative,50,Fiber to the Premises,26342,29236,26342,29236
440133,Duke Broadband Inc.,50,Fiber to the Premises,604,632,30,66
440134,"Estherville Communications, LLC",50,Fiber to the Premises,2925,3128,2925,3128
440135,Fusion Networks,50,Fiber to the Premises,17,118,17,118
440135,Fusion Networks,70,Unlicensed Fixed Wireless,648,966,648,966
440138,GreatWave Communications,50,Fiber to the Premises,1037,1221,322,515
440141,Happy Cycling LLC,50,Fiber to the Premises,103,222,103,222
440141,Happy Cycling LLC,70,Unlicensed Fixed Wireless,9835,16657,9835,16657
440141,Happy Cycling LLC,72,LBR Fixed Wireless,6357,10386,6357,10386
440144,Horizon Broadband LLC.,70,Unlicensed Fixed Wireless,10827,12795,10827,12795
440145,"IP Solutions, Inc.",50,Fiber to the Premises,0,0,1,1
440145,"IP Solutions, Inc.",70,Unlicensed Fixed Wireless,235527,383387,235527,383387
440146,"Juvilex Communications, LLC",50,Fiber to the Premises,1,1,1,1
440148,Long Range Network,70,Unlicensed Fixed Wireless,3941,4316,3941,4316
440148,Long Range Network,71,Licensed Fixed Wireless,2176,2330,2176,2330
440149,Lyme Fiber LLC,50,Fiber to the Premises,845,1007,845,1007
440150,"Lynx WV, Inc.",70,Unlicensed Fixed Wireless,15351,16559,15351,16559
440151,Mifflin County Wireless,70,Unlicensed Fixed Wireless,5656,7001,5294,6614
440151,Mifflin County Wireless,72,LBR Fixed Wireless,6755,8277,6755,8277
440152,"Mobile Communication Service, Inc.",70,Unlicensed Fixed Wireless,652,702,652,702
